Brand,Model,Location,Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Price,Cat,Has_New_Price,New_Price_num,Power_Engine_Ratio
Honda,Amaze VX i-DTEC,Kolkata,6,38001.0,Diesel,Manual,First,25,1498,98.6,1.589235205116581,Standard,0,0.0,0.06582109479305741
Mercedes-benz,E-Class 230 E AT,Mumbai,11,77000.0,Petrol,Automatic,Second,10,2496,157.7,2.0149030205422647,Standard,0,0.0,0.06318108974358974
Bmw,5 Series 530d M Sport,Hyderabad,3,27000.0,Diesel,Automatic,First,18,2993,265.0,3.8918202981106265,Standard,1,78.31,0.08853992649515537
Audi,A3 35 TDI Premium Plus,Mumbai,3,39000.0,Diesel,Automatic,First,20,1968,143.0,2.990719731730447,Standard,1,42.89,0.07266260162601626
Maruti,Swift Dzire VDI,Pune,4,131000.0,Diesel,Manual,First,26,1248,74.0,1.5260563034950494,Standard,0,0.0,0.05929487179487179
Maruti,Swift Dzire VDI,Kolkata,4,43000.0,Diesel,Manual,First,26,1248,74.0,1.8718021769015913,Standard,0,0.0,0.05929487179487179
Toyota,Innova 2.5 V Diesel 7-seater,Pune,8,68000.0,Diesel,Manual,Second,12,2494,102.0,2.0794415416798357,Large,0,0.0,0.0408981555733761
Bmw,X3 xDrive20d,Bangalore,3,45165.0,Diesel,Automatic,First,16,1995,184.0,3.755369195382769,Standard,0,0.0,0.09223057644110276
Bmw,5 Series 2003-2012 525d,Hyderabad,12,120000.0,Diesel,Automatic,First,16,1995,218.0,2.4423470353692043,Standard,0,0.0,0.10927318295739348
Mahindra,XUV500 W8 2WD,Coimbatore,5,86091.0,Diesel,Manual,First,15,2179,140.0,2.4060438013622756,Large,0,0.0,0.06424965580541533
Honda,City 1.5 S MT,Delhi,10,71499.0,Petrol,Manual,First,17,1497,118.0,1.3862943611198906,Standard,0,0.0,0.0788243152972612
Other,One LX 4x4,Chennai,5,50000.0,Diesel,Manual,First,17,2200,139.01,2.5649493574615367,Large,0,0.0,0.06318636363636364
Volkswagen,Polo 1.5 TDI Comfortline,Jaipur,4,66000.0,Diesel,Manual,First,20,1498,88.0,1.776645831418007,Standard,1,9.56,0.05874499332443257
Honda,Jazz S,Kolkata,9,45000.0,Petrol,Manual,First,16,1198,90.0,1.0986122886681098,Standard,0,0.0,0.07512520868113523
Toyota,Etios Liva GD SP,Hyderabad,4,69189.0,Diesel,Manual,First,23,1364,67.06,1.840549633397487,Standard,0,0.0,0.04916422287390029
Nissan,Terrano XV Premium 110 PS,Mumbai,5,40206.0,Diesel,Manual,First,19,1461,108.5,2.1065702090680887,Standard,0,0.0,0.07426420260095824
Bmw,X3 xDrive 20d xLine,Kochi,2,36723.0,Diesel,Automatic,First,18,1995,190.0,3.5136328109919437,Standard,1,64.76,0.09523809523809523
Hyundai,i20 1.2 Magna,Mumbai,9,57500.0,Petrol,Manual,First,18,1197,80.0,1.3217558399823195,Standard,0,0.0,0.06683375104427736
Ford,Fiesta EXi 1.4 TDCi Ltd,Hyderabad,8,52000.0,Diesel,Manual,First,17,1399,68.0,1.55814461804655,Standard,0,0.0,0.04860614724803431
Honda,City 1.5 V AT,Kochi,5,60952.0,Petrol,Automatic,First,16,1497,118.0,1.9329696377795786,Standard,0,0.0,0.0788243152972612
Maruti,Swift VDI BSIV,Chennai,6,87192.0,Diesel,Manual,First,25,1248,74.0,1.6770965609079151,Standard,0,0.0,0.05929487179487179
Hyundai,Grand i10 CRDi SportZ Edition,Delhi,5,58000.0,Diesel,Manual,First,24,1120,70.0,1.4469189829363254,Standard,0,0.0,0.0625
Audi,Q7 45 TDI Quattro Technology,Pune,2,59500.0,Diesel,Automatic,First,14,2967,245.0,4.23410650459726,Large,1,99.92,0.08257499157398045
Volkswagen,Ameo 1.2 MPI Highline 16 Alloy,Mumbai,3,16650.0,Petrol,Manual,First,17,1198,74.0,1.8718021769015913,Standard,0,0.0,0.06176961602671119
Honda,City i VTEC CVT VX,Kochi,1,34696.0,Petrol,Automatic,First,18,1497,117.3,2.5710843460290524,Standard,0,0.0,0.0783567134268537
Maruti,Baleno Alpha 1.3,Kochi,1,42243.0,Diesel,Manual,First,27,1248,74.0,2.1377104498038118,Standard,0,0.0,0.05929487179487179
Hyundai,Grand i10 CRDi Sportz,Jaipur,3,57824.0,Diesel,Manual,First,24,1120,70.0,1.8718021769015913,Standard,0,0.0,0.0625
Maruti,Swift Dzire VDi,Jaipur,8,110000.0,Diesel,Manual,First,19,1248,73.9,1.5040773967762742,Standard,0,0.0,0.059214743589743594
Toyota,Fortuner 3.0 Diesel,Hyderabad,6,63455.0,Diesel,Manual,First,11,2982,171.0,2.995732273553991,Large,0,0.0,0.05734406438631791
Honda,Jazz VX Diesel,Hyderabad,2,17151.0,Diesel,Manual,First,27,1498,98.6,2.2407096892759584,Standard,1,11.05,0.06582109479305741
Maruti,Vitara Brezza LDi Option,Pune,3,31001.0,Diesel,Manual,First,24,1248,88.5,2.1102132003465894,Standard,0,0.0,0.07091346153846154
Maruti,Swift Dzire VDI,Kolkata,5,42109.0,Diesel,Manual,First,23,1248,74.0,1.6582280766035324,Standard,0,0.0,0.05929487179487179
Skoda,Rapid 1.5 TDI AT Elegance,Delhi,4,55000.0,Diesel,Automatic,Second,21,1498,103.52,1.9021075263969205,Standard,0,0.0,0.06910547396528705
Maruti,Alto 800 LXI,Hyderabad,6,30852.0,Petrol,Manual,First,22,796,47.3,1.2499017362143359,Standard,0,0.0,0.059422110552763814
Volkswagen,Polo Petrol Highline 1.2L,Pune,8,65000.0,Petrol,Manual,Second,16,1198,73.9,1.3862943611198906,Standard,0,0.0,0.06168614357262104
Honda,City i DTEC SV,Delhi,4,65000.0,Diesel,Manual,First,26,1498,98.6,1.9387416595767009,Standard,0,0.0,0.06582109479305741
Maruti,Swift Dzire LDI,Delhi,6,72000.0,Diesel,Manual,First,23,1248,74.0,1.3056264580524357,Standard,0,0.0,0.05929487179487179
Audi,A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,5,29000.0,Diesel,Automatic,First,17,1968,174.33,3.295836866004329,Standard,0,0.0,0.08858231707317074
Honda,City i VTEC VX,Kolkata,4,32000.0,Petrol,Manual,First,17,1497,117.3,1.8718021769015913,Standard,0,0.0,0.0783567134268537
Ford,Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,3,29875.0,Petrol,Manual,First,18,1196,86.8,1.766441661243765,Standard,0,0.0,0.0725752508361204
Maruti,Vitara Brezza LDi,Kochi,1,32539.0,Diesel,Manual,First,24,1248,88.5,2.2396452932201716,Standard,1,8.63,0.07091346153846154
Renault,Duster 110PS Diesel RxL,Hyderabad,4,83090.0,Diesel,Manual,First,19,1461,108.45,2.196112848483529,Standard,0,0.0,0.0742299794661191
Hyundai,i20 Active 1.4 SX,Hyderabad,3,62679.0,Diesel,Manual,First,21,1396,88.73,2.0731719286662407,Standard,0,0.0,0.06356017191977077
Mahindra,Logan Petrol 1.4 GLE,Mumbai,9,93000.0,Petrol,Manual,First,15,1390,75.0,0.9162907318741551,Standard,0,0.0,0.0539568345323741
Honda,City ZX GXi,Mumbai,13,44000.0,Petrol,Manual,First,17,1497,78.0,0.9360933591703348,Standard,0,0.0,0.052104208416833664
Ford,Figo Petrol EXI,Bangalore,9,78400.0,Petrol,Manual,Second,15,1196,70.0,1.3217558399823195,Standard,0,0.0,0.05852842809364549
Renault,Duster Petrol RxL,Mumbai,5,71300.0,Petrol,Manual,First,13,1598,102.53,1.6582280766035324,Standard,0,0.0,0.06416145181476846
Hyundai,i10 Sportz 1.2,Kolkata,4,18000.0,Petrol,Manual,First,20,1197,78.9,1.3480731482996928,Standard,0,0.0,0.06591478696741855
Other_Luxury,Rover Discovery Sport TD4 HSE 7S,Coimbatore,0,24013.0,Diesel,Automatic,First,12,1999,148.31,4.045504396802627,Large,1,69.22,0.07419209604802401
Audi,Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,10,99100.0,Petrol,Automatic,Second,9,1984,208.0,2.3978952727983707,Standard,0,0.0,0.10483870967741936
Maruti,Swift Dzire ZDI,Kolkata,2,14000.0,Diesel,Manual,First,26,1248,74.0,2.1400661634962708,Standard,0,0.0,0.05929487179487179
Audi,A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,4,44811.0,Diesel,Automatic,First,17,1968,174.33,3.2887749522478678,Standard,0,0.0,0.08858231707317074
Volkswagen,Polo 1.2 MPI Comfortline,Ahmedabad,5,44000.0,Petrol,Manual,First,16,1198,74.0,1.667706820558076,Standard,0,0.0,0.06176961602671119
Toyota,Fortuner 3.0 Diesel,Chennai,9,136000.0,Diesel,Manual,Second,11,2982,171.0,2.4849066497880004,Large,0,0.0,0.05734406438631791
Toyota,Fortuner 3.0 Diesel,Jaipur,9,144113.0,Diesel,Manual,Second,11,2982,171.0,2.545531271604435,Large,0,0.0,0.05734406438631791
Honda,Accord 2.4 MT,Coimbatore,7,94989.0,Petrol,Manual,First,12,2354,177.6,2.0255131996542803,Standard,0,0.0,0.07544604927782497
Maruti,Swift ZDi,Chennai,7,58133.0,Diesel,Manual,First,22,1248,74.0,1.7578579175523736,Standard,0,0.0,0.05929487179487179
Skoda,Fabia 1.2 MPI Classic,Pune,11,61000.0,Petrol,Manual,Second,17,1198,70.0,0.9745596399981308,Standard,0,0.0,0.05843071786310518
Other_Luxury,Compass 2.0 Sport,Kolkata,2,27000.0,Diesel,Manual,First,17,1956,170.0,2.772588722239781,Standard,1,18.45,0.0869120654396728
Tata,Nano Twist XT,Ahmedabad,5,18050.0,Petrol,Manual,Second,25,624,37.5,0.6931471805599453,Standard,0,0.0,0.06009615384615385
Ford,Fiesta 1.6 ZXi ABS,Hyderabad,12,145277.0,Petrol,Manual,First,15,1596,101.0,0.9745596399981308,Standard,0,0.0,0.06328320802005012
Maruti,Celerio ZDi,Ahmedabad,4,42000.0,Diesel,Manual,First,27,793,47.0,1.5260563034950494,Standard,0,0.0,0.05926860025220681
Toyota,Fortuner 3.0 Diesel,Delhi,8,86000.0,Diesel,Manual,First,11,2982,171.0,2.5257286443082556,Large,0,0.0,0.05734406438631791
Maruti,Celerio ZDi,Ahmedabad,4,42150.0,Diesel,Manual,First,27,793,47.0,1.5260563034950494,Standard,0,0.0,0.05926860025220681
Hyundai,EON Era Plus,Pune,4,30158.0,Petrol,Manual,First,21,814,55.2,1.3987168811184478,Standard,0,0.0,0.06781326781326781
Ford,Fiesta Diesel Trend,Bangalore,8,47000.0,Diesel,Manual,Second,23,1498,90.0,1.9459101490553132,Standard,0,0.0,0.06008010680907877
Volkswagen,Polo 1.2 MPI Comfortline,Ahmedabad,6,39000.0,Petrol,Manual,First,16,1198,74.0,1.55814461804655,Standard,0,0.0,0.06176961602671119
Volkswagen,Polo 1.2 MPI Comfortline,Coimbatore,3,32125.0,Petrol,Manual,First,16,1199,74.0,1.969905654611529,Standard,0,0.0,0.061718098415346125
Maruti,Vitara Brezza ZDi,Coimbatore,2,58829.0,Diesel,Manual,First,24,1248,88.5,2.307572634505085,Standard,1,9.89,0.07091346153846154
Honda,Brio S MT,Coimbatore,6,67559.0,Petrol,Manual,First,19,1198,86.8,1.6193882432872684,Standard,0,0.0,0.07245409015025041
Maruti,Swift Dzire VXi,Pune,6,55000.0,Petrol,Manual,First,17,1298,85.8,1.6582280766035324,Standard,0,0.0,0.06610169491525424
Maruti,Celerio LXI MT,Kolkata,1,30000.0,Petrol,Manual,First,23,998,67.04,1.55814461804655,Standard,1,4.87,0.06717434869739479
Hyundai,Creta 1.6 SX Plus Petrol Automatic,Mumbai,3,28000.0,Petrol,Automatic,First,13,1591,121.3,2.553343811341229,Standard,0,0.0,0.07624135763670647
Ford,Ecosport 1.5 DV5 MT Titanium,Kochi,3,31826.0,Diesel,Manual,First,22,1498,89.84,2.2235418856535927,Standard,0,0.0,0.05997329773030708
Honda,CR-V RVi MT,Jaipur,11,100009.0,Petrol,Manual,Second,13,1997,141.1,2.0149030205422647,Standard,0,0.0,0.07065598397596394
Other_Luxury,Rover Discovery Sport SD4 HSE Luxury 7S,Coimbatore,0,17201.0,Diesel,Automatic,First,12,2179,187.7,4.0928434360958335,Large,0,0.0,0.08614043139054611
Mahindra,XUV500 W8 2WD,Delhi,5,74345.0,Diesel,Manual,First,15,2179,140.0,2.1972245773362196,Large,0,0.0,0.06424965580541533
Volkswagen,Polo 1.2 MPI Highline,Kochi,4,58134.0,Petrol,Manual,First,16,1198,74.0,1.7298840655099674,Standard,0,0.0,0.06176961602671119
Hyundai,i10 Magna AT,Kochi,9,30566.0,Petrol,Automatic,First,19,1197,80.0,1.463255402256019,Standard,0,0.0,0.06683375104427736
Hyundai,i10 Magna 1.2,Chennai,7,55231.0,Petrol,Manual,Second,20,1197,78.9,1.3297240096314962,Standard,0,0.0,0.06591478696741855
Chevrolet,Cruze LTZ AT,Kochi,3,67774.0,Diesel,Automatic,First,14,1998,163.7,2.2975725511705014,Standard,0,0.0,0.08193193193193192
Mercedes-benz,E-Class E 200 CGI,Mumbai,6,50319.0,Petrol,Automatic,First,12,1991,181.03,3.133317936506554,Standard,0,0.0,0.09092415871421396
Hyundai,Sonata 2.4 GDI,Ahmedabad,6,45000.0,Petrol,Manual,First,11,2359,134.0,2.186051276738094,Standard,0,0.0,0.05680373039423484
Mercedes-benz,New C-Class C 200 Kompressor Elegance AT,Kolkata,12,43627.0,Petrol,Automatic,First,11,1796,186.0,3.4011973816621555,Standard,0,0.0,0.10356347438752785
Volkswagen,Polo Diesel Trendline 1.2L,Kolkata,6,45000.0,Diesel,Manual,First,22,1199,73.9,1.4469189829363254,Standard,0,0.0,0.06163469557964971
Honda,City i VTEC SV,Mumbai,5,10500.0,Petrol,Manual,First,17,1497,117.3,1.9315214116032138,Standard,0,0.0,0.0783567134268537
Maruti,Vitara Brezza ZDi,Coimbatore,2,21789.0,Diesel,Manual,First,24,1248,88.5,2.3869262414277967,Standard,1,11.0,0.07091346153846154
Hyundai,Elite i20 Asta Option,Coimbatore,0,21134.0,Petrol,Manual,First,18,1197,81.86,2.280339484046726,Standard,1,9.78,0.0683876357560568
Tata,New Safari Dicor EX 4X2,Kolkata,8,90000.0,Diesel,Manual,Second,13,2179,138.1,1.3217558399823195,Large,0,0.0,0.06337769619091325
Nissan,Sunny 2011-2014 Diesel XL,Kochi,5,51553.0,Diesel,Manual,First,21,1461,84.8,1.9430489167742813,Standard,0,0.0,0.05804243668720054
Bmw,3 Series 330 Ci Convertible,Delhi,8,31000.0,Petrol,Automatic,First,10,2497,215.0,3.4657359027997265,Standard,0,0.0,0.08610332398878655
Toyota,Corolla 1.8 J,Delhi,8,67422.0,Petrol,Manual,Second,14,1798,138.0,1.5151272329628591,Standard,0,0.0,0.07675194660734148
Hyundai,Verna 1.6 SX,Kochi,4,60519.0,Diesel,Manual,First,22,1582,126.32,1.979621206397625,Standard,0,0.0,0.07984829329962073
Maruti,Swift Dzire VDi,Kolkata,10,34000.0,Diesel,Manual,First,19,1248,73.9,1.1600209167967532,Standard,0,0.0,0.059214743589743594
Maruti,Dzire VDI,Hyderabad,6,68434.0,Diesel,Manual,First,28,1248,73.75,1.8718021769015913,Standard,1,9.14,0.05909455128205128
Maruti,Alto K10 VXI,Pune,5,17000.0,Petrol,Manual,First,24,998,67.1,1.1314021114911006,Standard,1,4.48,0.06723446893787574
Other_Luxury,XJ 5.0 L V8 Supercharged,Coimbatore,8,43686.0,Petrol,Automatic,First,10,5000,503.0,3.9446837876676946,Standard,0,0.0,0.1006
Mercedes-benz,New C-Class 220 CDI AT,Kolkata,7,22000.0,Diesel,Automatic,First,14,2143,170.0,2.70805020110221,Standard,0,0.0,0.07932804479701354
Hyundai,Verna CRDi 1.6 SX Option,Mumbai,6,79225.0,Diesel,Manual,First,22,1582,126.2,1.8718021769015913,Standard,1,15.57,0.0797724399494311
Chevrolet,Aveo 1.6 LT,Pune,12,63000.0,Petrol,Manual,Third,14,1598,102.0,0.7884573603642702,Standard,0,0.0,0.06382978723404255
Maruti,Swift VXI BSIV,Hyderabad,5,61922.0,Petrol,Manual,First,20,1197,81.8,1.840549633397487,Standard,0,0.0,0.0683375104427736
Hyundai,Verna 1.6 CRDi S,Chennai,4,85000.0,Diesel,Manual,First,23,1582,126.2,1.9878743481543455,Standard,0,0.0,0.0797724399494311
Mercedes-benz,GLC 220d Celebration Edition,Kochi,2,26192.0,Diesel,Automatic,First,17,2143,168.0,3.7249702742582897,Standard,0,0.0,0.07839477368175456
Toyota,Fortuner 4x2 Manual,Delhi,6,65000.0,Diesel,Manual,First,13,2982,168.5,2.8390784635086144,Large,0,0.0,0.05650570087189805
Audi,Q5 2008-2012 2.0 TDI,Delhi,5,44999.0,Diesel,Automatic,First,12,1968,167.6,3.258096538021482,Standard,0,0.0,0.08516260162601626
Bmw,3 Series 320d Dynamic,Mumbai,11,81308.0,Diesel,Automatic,Second,13,1995,170.0,2.191653532286764,Standard,0,0.0,0.08521303258145363
Maruti,Alto 800 2016-2019 LXI,Delhi,3,35000.0,Petrol,Manual,First,24,796,47.3,1.2947271675944,Standard,0,0.0,0.059422110552763814
Maruti,Alto K10 2010-2014 VXI,Coimbatore,7,65349.0,Petrol,Manual,First,20,998,67.1,1.3376291891386096,Standard,0,0.0,0.06723446893787574
Audi,A4 1.8 TFSI Technology Edition,Hyderabad,7,80000.0,Petrol,Automatic,First,15,1798,167.62,2.917770732084279,Standard,0,0.0,0.09322580645161291
Maruti,Swift VXi BSIV,Mumbai,7,61000.0,Petrol,Manual,First,16,1197,85.0,1.4586150226995167,Standard,0,0.0,0.07101086048454469
Maruti,Wagon R VXI,Kochi,0,31817.0,Petrol,Manual,First,22,998,67.04,1.8468787684491346,Standard,1,5.12,0.06717434869739479
Skoda,Rapid 1.5 TDI Ambition,Hyderabad,3,41000.0,Diesel,Manual,First,21,1498,103.52,2.2512917986064953,Standard,0,0.0,0.06910547396528705
Honda,Jazz S,Kochi,9,82606.0,Petrol,Manual,Second,16,1198,90.0,1.3056264580524357,Standard,0,0.0,0.07512520868113523
Mahindra,XUV500 W10 2WD,Ahmedabad,4,52000.0,Diesel,Manual,First,16,2179,140.0,2.5257286443082556,Large,0,0.0,0.06424965580541533
Maruti,Ritz VXi,Coimbatore,8,50318.0,Petrol,Manual,First,18,1197,85.8,1.6213664832993742,Standard,0,0.0,0.07167919799498747
Mercedes-benz,GLE 250d,Hyderabad,3,50000.0,Diesel,Automatic,First,17,2143,201.15,3.912023005428146,Standard,1,79.43,0.09386374241717219
Skoda,Rapid 1.6 TDI Ambition,Bangalore,7,72000.0,Diesel,Manual,First,20,1598,103.5,1.7227665977411035,Standard,0,0.0,0.06476846057571965
Hyundai,Grand i10 CRDi Magna,Delhi,4,63776.0,Diesel,Manual,First,24,1120,70.0,1.601405740736836,Standard,0,0.0,0.0625
Hyundai,Elite i20 Petrol Asta,Mumbai,4,28133.0,Petrol,Manual,First,18,1197,81.86,1.8870696490323797,Standard,0,0.0,0.0683876357560568
Tata,Zest Quadrajet 1.3 75PS XE,Kolkata,2,45000.0,Diesel,Manual,First,22,1248,74.0,1.55814461804655,Standard,1,7.94,0.05929487179487179
Hyundai,i20 Magna 1.4 CRDi,Jaipur,4,55697.0,Diesel,Manual,First,22,1396,88.73,1.8718021769015913,Standard,0,0.0,0.06356017191977077
Skoda,Rapid 1.6 TDI Elegance,Delhi,7,62000.0,Diesel,Manual,Second,20,1598,103.5,1.3862943611198906,Standard,0,0.0,0.06476846057571965
Other,Linea Emotion,Mumbai,8,48000.0,Petrol,Manual,First,16,1368,90.0,1.3862943611198906,Standard,0,0.0,0.06578947368421052
Maruti,Swift VXI BSIII W/ ABS,Pune,9,90246.0,Petrol,Manual,First,16,1298,88.2,1.3737155789130306,Standard,0,0.0,0.0679506933744222
Tata,Indica V2 2001-2011 eLS,Hyderabad,4,80500.0,Diesel,Manual,First,25,1396,69.0,1.2383742310432684,Standard,0,0.0,0.0494269340974212
Mercedes-benz,New C-Class C 220 CDI Elegance AT,Pune,7,119000.0,Diesel,Automatic,First,14,2143,170.0,2.7073833121145063,Standard,0,0.0,0.07932804479701354
Mercedes-benz,GLE 350d,Bangalore,3,28541.0,Diesel,Automatic,First,11,2987,254.79,4.123093975508087,Standard,1,95.13,0.08529963173752929
Honda,City V MT AVN,Chennai,7,41000.0,Petrol,Manual,Second,16,1497,116.3,1.7047480922384253,Standard,0,0.0,0.07768871075484302
Hyundai,i20 Magna,Mumbai,9,58000.0,Petrol,Manual,Second,18,1197,80.0,1.252762968495368,Standard,0,0.0,0.06683375104427736
Toyota,Fortuner 4x2 Manual,Chennai,4,99000.0,Diesel,Manual,First,13,2982,168.5,3.068052935133617,Large,0,0.0,0.05650570087189805
Hyundai,Grand i10 Magna,Delhi,5,31200.0,Petrol,Manual,First,18,1197,82.0,1.589235205116581,Standard,0,0.0,0.06850459482038429
Volkswagen,Jetta 2007-2011 2.0 TDI Comfortline,Chennai,10,85000.0,Diesel,Manual,Second,15,1896,105.0,1.5040773967762742,Standard,0,0.0,0.055379746835443035
Ford,EcoSport 1.5 Ti VCT AT Titanium,Hyderabad,3,60924.0,Petrol,Automatic,First,15,1499,110.4,2.2300144001592104,Standard,0,0.0,0.07364909939959974
Hyundai,EON Magna Plus,Chennai,7,45000.0,Petrol,Manual,First,21,814,55.2,1.252762968495368,Standard,0,0.0,0.06781326781326781
Nissan,Micra XV CVT,Kolkata,8,44000.0,Petrol,Automatic,First,19,1198,75.94,1.2947271675944,Standard,1,8.73,0.0633889816360601
Honda,Jazz 1.2 V CVT i VTEC,Kochi,3,30534.0,Petrol,Automatic,First,19,1199,88.7,2.130609828254235,Standard,0,0.0,0.07397831526271893
Volkswagen,Polo 1.2 MPI Trendline,Kochi,3,46399.0,Petrol,Manual,First,16,1198,74.0,1.728109442151599,Standard,0,0.0,0.06176961602671119
Maruti,Alto LXi,Kolkata,11,42000.0,Petrol,Manual,First,19,796,46.3,0.7371640659767197,Standard,0,0.0,0.05816582914572864
Hyundai,Verna 1.6 SX,Delhi,8,67000.0,Diesel,Manual,First,22,1582,126.32,1.5686159179138452,Standard,0,0.0,0.07984829329962073
Mercedes-benz,E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,6,58000.0,Diesel,Automatic,First,10,2148,170.0,2.8183982582710754,Standard,0,0.0,0.07914338919925512
Tata,Zest Revotron 1.2 XT,Coimbatore,4,27000.0,Petrol,Manual,First,17,1193,88.7,1.8357763546448294,Standard,1,8.69,0.07435037720033529
Honda,Brio S Option MT,Mumbai,7,39566.0,Petrol,Manual,Second,18,1198,86.8,1.3217558399823195,Standard,0,0.0,0.07245409015025041
Honda,Jazz VX Diesel,Chennai,3,14980.0,Diesel,Manual,First,27,1498,98.6,2.128231705849268,Standard,1,10.81,0.06582109479305741
Maruti,Alto K10 VXI AGS,Jaipur,2,18491.0,Petrol,Automatic,First,24,998,67.1,1.589235205116581,Standard,0,0.0,0.06723446893787574
Hyundai,i20 Sportz 1.4 CRDi,Pune,4,118211.0,Diesel,Manual,First,22,1396,88.73,1.9315214116032138,Standard,0,0.0,0.06356017191977077
Maruti,SX4 S Cross DDiS 320 Zeta,Coimbatore,3,63316.0,Diesel,Manual,First,22,1598,118.0,2.3589654264301534,Standard,0,0.0,0.07384230287859825
Mercedes-benz,E-Class 2009-2013 E250 CDI Elegance,Delhi,5,42000.0,Diesel,Automatic,First,14,2143,203.0,3.2561716096118976,Standard,0,0.0,0.09472701819878675
Chevrolet,Enjoy Petrol LS 7 Seater,Kochi,4,25648.0,Petrol,Manual,First,13,1399,98.82,1.665818245870208,Large,0,0.0,0.0706361686919228
Mercedes-benz,E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,8,67612.0,Diesel,Automatic,Second,14,2143,203.0,2.5257286443082556,Standard,0,0.0,0.09472701819878675
Mahindra,XUV500 W4,Mumbai,3,33000.0,Diesel,Manual,First,16,2179,140.0,2.365559892155434,Large,0,0.0,0.06424965580541533
Hyundai,i10 Sportz,Mumbai,4,20000.0,Petrol,Manual,First,20,1197,78.9,1.55814461804655,Standard,0,0.0,0.06591478696741855
Hyundai,Getz 1.3 GLS,Pune,12,143000.0,Petrol,Manual,Second,14,1341,82.9,0.7419373447293773,Standard,0,0.0,0.06181953765846384
Audi,Q7 3.0 TDI quattro,Coimbatore,5,118218.0,Diesel,Automatic,First,12,2967,241.4,3.478467017153456,Large,0,0.0,0.08136164475901585
Mahindra,Scorpio SLE BSIV,Pune,7,99000.0,Diesel,Manual,Third,12,2179,120.0,1.9459101490553132,Large,0,0.0,0.05507113354749885
Honda,Jazz 1.2 SV i VTEC,Pune,3,22700.0,Petrol,Manual,First,18,1199,88.7,1.8794650496471605,Standard,0,0.0,0.07397831526271893
Tata,Safari Storme 2012-2015 EX,Jaipur,2,28000.0,Diesel,Manual,First,14,2179,138.1,2.477378383367209,Large,0,0.0,0.06337769619091325
Mahindra,XUV500 W6 2WD,Kolkata,5,62000.0,Diesel,Manual,First,15,2179,140.0,2.1102132003465894,Large,0,0.0,0.06424965580541533
Volkswagen,Polo Diesel Comfortline 1.2L,Hyderabad,7,107023.0,Diesel,Manual,First,22,1199,73.9,1.589235205116581,Standard,0,0.0,0.06163469557964971
Maruti,Swift Dzire ZDi,Delhi,7,71082.0,Diesel,Manual,First,19,1248,73.9,1.599387576580599,Standard,0,0.0,0.059214743589743594
Audi,Q3 2.0 TDI,Mumbai,6,60000.0,Diesel,Automatic,First,15,1968,174.33,3.1354942159291497,Standard,0,0.0,0.08858231707317074
Maruti,Celerio ZXI,Delhi,5,21701.0,Petrol,Manual,First,23,998,67.04,1.4770487243883548,Standard,0,0.0,0.06717434869739479
Honda,City V MT Exclusive,Mumbai,8,56000.0,Petrol,Manual,First,16,1497,116.3,1.4929040961781488,Standard,0,0.0,0.07768871075484302
Hyundai,i20 1.2 Spotz,Delhi,3,32450.0,Petrol,Manual,First,18,1197,81.83,1.9095425048844386,Standard,0,0.0,0.06836257309941521
Renault,KWID RXT,Jaipur,3,12500.0,Petrol,Manual,First,25,799,53.3,1.3217558399823195,Standard,0,0.0,0.06670838548185232
Mercedes-benz,CLA 200 CDI Sport,Kochi,0,20483.0,Diesel,Automatic,First,17,2143,136.0,3.4436180975461075,Standard,0,0.0,0.06346243583761083
Ford,Ecosport 1.5 DV5 MT Titanium,Hyderabad,5,45800.0,Diesel,Manual,First,22,1498,89.84,2.1400661634962708,Standard,0,0.0,0.05997329773030708
Hyundai,i20 Asta 1.2,Coimbatore,4,35441.0,Petrol,Manual,First,18,1197,81.83,2.063058062429312,Standard,0,0.0,0.06836257309941521
Toyota,Innova 2.5 ZX Diesel 7 Seater,Bangalore,4,86398.0,Diesel,Manual,First,12,2494,100.6,2.785011242238338,Large,0,0.0,0.04033680834001604
Nissan,Sunny 2011-2014 Diesel XL,Chennai,7,150000.0,Diesel,Manual,First,21,1461,84.8,1.5040773967762742,Standard,0,0.0,0.05804243668720054
Maruti,Swift VDI BSIV,Hyderabad,5,89000.0,Diesel,Manual,First,25,1248,74.0,1.9242486522741338,Standard,0,0.0,0.05929487179487179
Maruti,A-Star Vxi,Hyderabad,9,68375.0,Petrol,Manual,First,19,998,66.1,1.252762968495368,Standard,0,0.0,0.06623246492985971
Maruti,Swift ZXI,Pune,6,52000.0,Petrol,Manual,First,18,1197,85.8,1.599387576580599,Standard,0,0.0,0.07167919799498747
Mercedes-benz,CLA 200 CDI Sport,Jaipur,2,39000.0,Diesel,Automatic,First,17,2143,136.0,3.332204510175204,Standard,1,42.4,0.06346243583761083
Maruti,Ertiga ZXI,Bangalore,5,68000.0,Petrol,Manual,Second,16,1373,93.7,2.0476928433652555,Large,0,0.0,0.06824471959213402
