Brand,Model,Location,Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Volkswagen,Jetta,Kochi,6,76718.0,Diesel,Automatic,First,16.96,1968,138.03,5,2.0162354657760435
Honda,Amaze,Pune,3,138000.0,Diesel,Manual,First,25.8,1498,98.6,5,1.8164520818184267
Mahindra,XUV500,Hyderabad,6,140000.0,Diesel,Manual,Second,15.1,2179,140.0,7,2.302585092994046
Toyota,Corolla,Mumbai,11,110000.0,Petrol,Automatic,Second,14.53,1798,138.1,5,1.3217558399823195
Hyundai,Santro,Pune,14,126000.0,Petrol,Manual,Second,17.0,1086,97.7,5,0.7884573603642702
BMW,3,Bangalore,7,73000.0,Diesel,Automatic,First,22.69,1995,190.0,5,2.6026896854443837
Ford,EcoSport,Kochi,2,63423.0,Diesel,Manual,First,23.0,1498,98.96,5,2.162172939277301
Hyundai,i20,Kochi,6,62132.0,Petrol,Manual,First,18.5,1197,82.85,5,1.7173950539391927
Honda,City,Mumbai,6,51000.0,Petrol,Automatic,First,16.8,1497,118.0,5,1.7047480922384253
Maruti,Ritz,Hyderabad,4,75000.0,Diesel,Manual,First,23.2,1248,73.94,5,1.7749523509116738
Hyundai,i10,Kolkata,11,55410.0,Petrol,Manual,First,19.81,1086,68.05,5,0.9745596399981308
Chevrolet,Other,Mumbai,4,41000.0,Petrol,Manual,First,18.2,1199,82.4,5,1.4469189829363254
Hyundai,Verna,Chennai,7,45000.0,Diesel,Manual,First,22.32,1582,126.32,5,1.9810014688665833
Hyundai,Creta,Kochi,1,53322.0,Petrol,Manual,First,15.8,1591,121.3,5,2.574899688314705
Chevrolet,Other,Jaipur,6,48000.0,Petrol,Manual,First,18.2,1199,82.4,5,1.4469189829363254
Audi,Q5,Hyderabad,6,72000.0,Diesel,Automatic,First,14.16,1968,174.3,5,3.4011973816621555
Honda,City,Kochi,6,50266.0,Petrol,Manual,First,17.0,1497,118.0,5,1.8764069432883397
Ford,EcoSport,Hyderabad,2,21800.0,Petrol,Manual,First,17.0,1497,121.36,5,2.277267285009756
Audi,Q7,Bangalore,5,45000.0,Diesel,Automatic,Second,12.07,2967,241.4,7,3.6609942506244004
Hyundai,i10,Delhi,9,62000.0,Petrol,Manual,First,20.36,1197,78.9,5,1.2237754316221157
Hyundai,i20,Chennai,5,41681.0,Petrol,Manual,First,17.0,1197,80.0,5,1.713797927758343
Maruti,Swift,Delhi,8,69313.0,Petrol,Manual,Second,17.5,1197,85.8,5,1.2947271675944
Tata,Indica,Pune,2,49000.0,Diesel,Manual,Second,25.0,1396,69.0,5,0.9555114450274365
BMW,5,Coimbatore,7,40471.0,Diesel,Automatic,Second,16.2,2993,235.0,5,3.285412348668445
Maruti,Swift,Ahmedabad,6,60000.0,Diesel,Manual,First,22.9,1248,74.0,5,1.6389967146756448
Ford,Other,Jaipur,1,1001.0,Petrol,Manual,First,19.0,1194,94.68,5,2.1077860146889784
Hyundai,Verna,Bangalore,11,38000.0,Petrol,Manual,Second,13.9,1599,103.2,5,1.2809338454620645
BMW,3,Mumbai,11,66000.0,Diesel,Automatic,Second,16.07,1995,181.0,5,2.1102132003465894
Toyota,Innova,Kochi,2,33901.0,Diesel,Manual,First,12.8,2494,102.0,8,2.727199019940971
Mercedes-Benz,New,Hyderabad,8,57000.0,Diesel,Automatic,Second,14.94,2143,204.0,5,2.9041650800285006
Hyundai,Elantra,Pune,6,170000.0,Diesel,Manual,First,22.54,1582,126.2,5,2.1400661634962708
Maruti,Ritz,Hyderabad,5,60000.0,Diesel,Manual,First,23.2,1248,73.94,5,1.6770965609079151
Maruti,Vitara,Pune,3,85000.0,Diesel,Manual,First,24.3,1248,88.5,5,2.2925347571405443
Hyundai,Xcent,Kolkata,3,146000.0,Petrol,Manual,Second,19.1,1197,82.0,5,1.5040773967762742
Honda,City,Kolkata,5,56002.0,Diesel,Manual,First,26.0,1498,98.6,5,1.9600947840472698
Renault,KWID,Mumbai,3,8554.0,Petrol,Manual,First,25.17,799,53.3,5,1.4350845252893227
Toyota,Etios,Jaipur,5,62322.0,Diesel,Manual,First,23.59,1364,67.06,5,1.7749523509116738
Maruti,Alto,Kochi,4,37929.0,Petrol,Manual,First,24.07,998,67.1,5,1.545432582458188
Tata,Tiago,Chennai,3,5400.0,Petrol,Manual,First,23.84,1199,84.0,5,1.6054298910365616
Hyundai,i20,Kolkata,6,60000.0,Diesel,Manual,First,21.9,1396,90.0,5,1.3737155789130306
Audi,A4,Kochi,5,55730.0,Diesel,Automatic,First,16.55,1968,147.51,5,2.785628335747585
Maruti,Swift,Hyderabad,4,62000.0,Diesel,Manual,First,28.4,1248,74.0,5,1.9878743481543455
Volkswagen,Ameo,Kochi,2,14576.0,Petrol,Manual,First,17.0,1198,73.75,5,2.0399207835175526
Honda,Other,Mumbai,2,17000.0,Petrol,Automatic,First,16.0,1497,117.3,7,2.3513752571634776
Hyundai,i20,Mumbai,10,28000.0,Petrol,Manual,First,17.0,1197,80.0,5,1.2947271675944
Hyundai,Santa,Ahmedabad,7,58200.0,Diesel,Manual,First,14.66,2199,194.3,7,2.1400661634962708
Maruti,Celerio,Kochi,1,12278.0,Petrol,Automatic,First,23.1,998,67.04,5,1.891604804197771
Hyundai,Creta,Coimbatore,1,17665.0,Petrol,Manual,First,15.8,1591,121.3,5,2.5478814489493886
Volkswagen,Vento,Mumbai,8,55893.0,Petrol,Manual,First,15.04,1598,103.6,5,1.4701758451005928
Maruti,Celerio,Kochi,4,60586.0,Petrol,Manual,First,23.1,998,67.04,5,1.631199404215613
Mercedes-Benz,CLA,Ahmedabad,4,13500.0,Diesel,Automatic,First,17.9,2143,136.0,5,3.277522020300934
Maruti,Alto,Jaipur,2,30000.0,Petrol,Manual,First,22.74,796,47.3,5,1.410986973710262
Ford,Endeavour,Delhi,1,12000.0,Diesel,Automatic,First,10.91,3198,197.0,7,3.5409593240373143
Tata,Zest,Kolkata,2,65000.0,Petrol,Manual,First,17.57,1193,88.7,5,1.7578579175523736
Volkswagen,Vento,Kolkata,5,38000.0,Petrol,Manual,First,16.09,1598,103.5,5,1.501852701754163
Maruti,Ertiga,Mumbai,7,25000.0,Petrol,Manual,Second,17.5,1373,91.1,7,1.8164520818184267
Mercedes-Benz,M-Class,Mumbai,8,100000.0,Diesel,Automatic,First,14.0,2987,224.0,5,2.7350166493320245
Volkswagen,Polo,Mumbai,5,13710.0,Petrol,Manual,First,16.2,1199,74.0,5,1.749199854809259
Toyota,Fortuner,Jaipur,4,100000.0,Diesel,Automatic,First,12.55,2982,168.5,7,2.995732273553991
Maruti,Celerio,Hyderabad,2,17000.0,Petrol,Manual,First,23.1,998,67.04,5,1.7749523509116738
BMW,3,Chennai,11,89000.0,Diesel,Automatic,Second,16.07,1995,181.0,4,1.9878743481543455
Honda,City,Jaipur,13,100173.0,Petrol,Manual,Second,16.9,1497,100.0,5,1.2237754316221157
Other,Other,Pune,10,97000.0,Petrol,Manual,First,13.17,1999,114.0,5,1.3862943611198906
Renault,Other,Delhi,3,40190.0,Petrol,Manual,First,18.06,1198,74.93,5,1.6582280766035324
Volkswagen,Polo,Hyderabad,3,29647.0,Diesel,Manual,First,20.14,1498,88.0,5,1.9878743481543455
Maruti,Baleno,Kochi,1,43639.0,Petrol,Manual,First,21.1,998,100.0,5,2.21375387928743
Hyundai,i10,Kochi,7,37333.0,Petrol,Manual,First,20.36,1197,78.9,5,1.4398351280479205
Hyundai,i20,Kochi,1,48407.0,Petrol,Manual,First,18.6,1197,81.83,5,2.157559320943788
BMW,Other,Delhi,8,25000.0,Petrol,Automatic,First,10.37,2979,306.0,2,3.4339872044851463
Hyundai,i10,Pune,9,72400.0,Petrol,Manual,Second,20.36,1197,78.9,5,1.1939224684724346
Other_Luxury,Cooper,Delhi,7,18000.0,Petrol,Automatic,First,13.6,1598,181.0,4,3.1354942159291497
Honda,Brio,Pune,7,65167.0,Petrol,Manual,First,19.4,1198,86.8,5,1.4539530095937054
Maruti,Ciaz,Kochi,3,25418.0,Petrol,Manual,First,20.73,1373,91.2,5,2.0906287310704004
Maruti,Swift,Coimbatore,6,38995.0,Diesel,Manual,First,19.3,1248,73.9,5,2.0095554142156695
Volkswagen,Polo,Chennai,7,60000.0,Diesel,Manual,First,22.07,1199,73.9,5,1.6094379124341003
BMW,X1,Delhi,8,72000.0,Diesel,Automatic,First,17.05,1995,184.0,5,2.4849066497880004
Audi,Q7,Coimbatore,3,31075.0,Diesel,Automatic,Second,12.07,2967,241.4,7,3.9276994848131537
Ford,Figo,Kolkata,4,4311.0,Diesel,Manual,First,25.83,1498,99.0,5,1.7578579175523736
BMW,3,Bangalore,2,21000.0,Diesel,Automatic,First,21.76,1995,190.0,5,3.58351893845611
Mercedes-Benz,M-Class,Bangalore,8,54000.0,Diesel,Automatic,First,14.0,2987,224.0,5,3.1350593387750902
Maruti,Wagon,Mumbai,12,50000.0,Petrol,Manual,Second,17.3,1061,64.0,5,0.7419373447293773
Maruti,Baleno,Delhi,1,13000.0,Petrol,Manual,First,21.4,1197,83.1,5,2.028148247292285
Maruti,Dzire,Pune,6,74000.0,Petrol,Manual,First,22.0,1197,81.8,5,1.7047480922384253
Chevrolet,Aveo,Pune,10,75000.0,Petrol,Manual,Second,14.7,1150,76.0,5,0.6931471805599453
Volkswagen,Polo,Chennai,2,25000.0,Diesel,Manual,First,20.14,1498,88.0,5,2.066862759472976
Other_Luxury,Rover,Hyderabad,7,139000.0,Diesel,Automatic,First,18.2,2179,115.0,5,2.8763855159214247
Audi,Q5,Mumbai,4,52000.0,Diesel,Automatic,First,14.16,1968,174.3,5,3.2767673032839784
Audi,A6,Chennai,4,20000.0,Diesel,Automatic,First,18.53,1968,187.74,5,3.597312260588446
Hyundai,Grand,Kochi,1,32663.0,Diesel,Manual,First,24.0,1186,73.97,5,1.9851308622085946
Mahindra,Scorpio,Delhi,7,76777.0,Diesel,Manual,Second,12.05,2179,120.0,8,1.7715567619105355
Tata,Other,Hyderabad,3,100303.0,Diesel,Manual,First,22.95,1248,74.0,5,1.547562508716013
Hyundai,EON,Kochi,4,43993.0,Petrol,Manual,First,21.1,814,55.2,5,1.4929040961781488
Mahindra,Scorpio,Kochi,3,72118.0,Diesel,Manual,First,15.4,2179,120.0,8,2.418588768750352
Honda,Accord,Bangalore,9,83000.0,Petrol,Automatic,Second,11.1,2354,142.0,5,2.0149030205422647
Volkswagen,Polo,Mumbai,3,7523.0,Petrol,Manual,First,16.2,1199,74.0,5,1.9671123567059163
Maruti,Eeco,Mumbai,5,34670.0,Petrol,Manual,First,15.1,1196,73.0,7,1.3609765531356006
Hyundai,Grand,Ahmedabad,3,30000.0,Diesel,Manual,First,24.0,1120,70.0,5,1.8718021769015913
Ford,Endeavour,Chennai,2,17000.0,Diesel,Automatic,First,10.91,3198,197.0,7,3.4657359027997265
Hyundai,Grand,Delhi,4,59261.0,Diesel,Manual,First,24.0,1186,73.97,5,1.6582280766035324
Maruti,Swift,Kochi,3,65210.0,Diesel,Manual,First,22.9,1248,74.0,5,1.8687205103641835
Hyundai,i20,Bangalore,3,19000.0,Petrol,Manual,First,18.6,1197,81.83,5,2.1102132003465894
Maruti,Swift,Hyderabad,7,50000.0,Petrol,Manual,First,17.5,1298,85.8,5,1.3862943611198906
BMW,3,Hyderabad,4,47000.0,Diesel,Automatic,First,22.69,1995,190.0,5,3.417726683613366
Honda,City,Mumbai,12,75000.0,Petrol,Manual,Second,17.7,1497,78.0,5,0.9122827104766162
Hyundai,i10,Pune,6,54534.0,Petrol,Automatic,First,16.95,1197,78.9,5,1.536867219599265
Ford,Ecosport,Ahmedabad,1,13000.0,Diesel,Manual,First,23.0,1498,98.96,5,2.4765384001174837
Maruti,Celerio,Bangalore,4,48808.0,Petrol,Manual,First,23.1,998,67.04,5,1.667706820558076
Maruti,Ertiga,Pune,7,63001.0,Diesel,Manual,Second,20.77,1248,88.76,7,1.9615022438151495
Toyota,Innova,Hyderabad,4,64771.0,Diesel,Manual,First,12.8,2494,102.0,8,2.803360380906535
Honda,City,Mumbai,3,34634.0,Petrol,Manual,First,17.8,1497,117.3,5,2.066862759472976
Maruti,Swift,Bangalore,7,69242.0,Petrol,Manual,First,19.1,1197,85.8,5,1.7387102481382395
Maruti,Ritz,Kochi,8,33292.0,Petrol,Manual,First,18.5,1197,85.8,5,1.4327007339340463
Hyundai,i20,Pune,7,55000.0,Petrol,Automatic,Second,15.0,1396,98.6,5,1.55814461804655
Hyundai,i20,Pune,0,1000.0,Petrol,Manual,First,17.19,1197,81.86,5,2.2617630984737906
Honda,City,Chennai,8,80000.0,Petrol,Manual,Second,17.0,1497,118.0,5,1.578978704949392
Other_Luxury,Other,Coimbatore,3,65003.0,Diesel,Automatic,First,13.6,4134,382.0,5,4.231639696410273
Honda,Amaze,Coimbatore,0,16573.0,Petrol,Manual,First,17.8,1198,86.7,5,2.3331142980288684
Honda,Civic,Pune,11,152633.0,Petrol,Automatic,First,12.9,1799,130.0,5,1.3862943611198906
Hyundai,i20,Bangalore,4,53000.0,Petrol,Manual,First,18.6,1197,81.83,5,1.8718021769015913
Hyundai,Creta,Hyderabad,2,50129.0,Diesel,Manual,First,19.67,1582,126.2,5,2.6602595372658615
Audi,Q3,Hyderabad,6,63716.0,Diesel,Automatic,First,15.73,1968,174.33,5,3.1780538303479458
Maruti,Alto,Mumbai,1,11000.0,Petrol,Manual,First,24.7,796,47.3,5,1.4701758451005928
BMW,X1,Chennai,7,115000.0,Diesel,Automatic,Third,15.06,1995,177.0,5,2.3978952727983707
Hyundai,i10,Delhi,6,63265.0,Petrol,Manual,First,20.36,1197,78.9,5,1.3737155789130306
Volkswagen,Ameo,Pune,3,20000.0,Diesel,Manual,First,21.66,1498,108.62,5,2.0476928433652555
Volkswagen,Polo,Pune,9,79000.0,Petrol,Manual,Third,16.47,1198,73.9,5,1.235471471385307
Maruti,Ciaz,Mumbai,4,41000.0,Petrol,Manual,First,20.73,1373,91.1,5,1.9242486522741338
Volkswagen,Polo,Kochi,4,26323.0,Petrol,Automatic,First,17.21,1197,103.5,5,2.128231705849268
Hyundai,Xcent,Pune,3,76000.0,Diesel,Manual,First,24.4,1120,71.0,5,1.5686159179138452
Honda,Civic,Hyderabad,11,69972.0,Petrol,Manual,First,13.5,1799,130.0,5,1.5686159179138452
Honda,City,Kolkata,11,69000.0,Petrol,Manual,First,17.7,1497,78.0,5,1.308332819650179
Mahindra,Bolero,Jaipur,3,65000.0,Diesel,Manual,First,15.96,2523,62.1,7,2.105352923464337
Honda,City,Hyderabad,3,29512.0,Petrol,Manual,First,17.4,1497,117.3,5,2.186051276738094
Hyundai,Xcent,Kolkata,2,51000.0,Diesel,Manual,First,25.4,1186,73.97,5,1.6486586255873816
Renault,Duster,Mumbai,5,58003.0,Diesel,Manual,First,19.01,1461,108.45,5,1.9095425048844383
Maruti,A-Star,Hyderabad,6,56500.0,Petrol,Automatic,First,16.98,998,66.1,5,1.4929040961781488
Audi,A4,Bangalore,5,29063.0,Diesel,Automatic,First,17.11,1968,174.33,5,3.2865344733420154
Mahindra,XUV500,Coimbatore,1,46811.0,Diesel,Manual,First,16.0,2179,140.0,7,2.8673305587494666
Renault,Other,Coimbatore,5,31897.0,Petrol,Manual,First,18.06,1198,74.96,5,1.7387102481382395
BMW,3,Mumbai,10,52100.0,Diesel,Automatic,Second,13.2,1995,170.0,5,2.1400661634962708
Toyota,Innova,Hyderabad,3,73000.0,Diesel,Manual,First,13.68,2393,147.8,7,2.8622008809294686
Honda,City,Kolkata,10,31423.0,Petrol,Manual,First,17.0,1497,118.0,5,1.095273387402595
Maruti,Swift,Chennai,5,75180.0,Diesel,Manual,First,22.9,1248,74.0,5,1.8325814637483102
Renault,Duster,Mumbai,6,75000.0,Diesel,Manual,Second,19.64,1461,108.45,5,1.8562979903656263
Volkswagen,Polo,Mumbai,5,15000.0,Petrol,Manual,First,16.47,1198,74.0,5,1.589235205116581
Hyundai,i20,Mumbai,4,12000.0,Petrol,Manual,First,17.19,1197,81.86,5,1.916922612182061
BMW,5,Pune,5,32000.0,Diesel,Automatic,First,18.12,1995,190.0,5,3.449987545831587
Maruti,Swift,Hyderabad,2,44504.0,Diesel,Manual,First,23.4,1248,74.0,5,1.8870696490323797
Mercedes-Benz,M-Class,Ahmedabad,7,66000.0,Diesel,Automatic,First,18.2,2987,165.0,5,3.1780538303479458
Maruti,Swift,Jaipur,4,39437.0,Diesel,Manual,First,28.4,1248,74.0,5,1.8164520818184267
Hyundai,Verna,Coimbatore,2,36931.0,Diesel,Automatic,First,19.08,1582,126.2,5,2.349468678892896
Tata,Nano,Bangalore,3,17800.0,Petrol,Automatic,Second,21.9,624,37.48,4,1.2178757094949273
Maruti,Swift,Hyderabad,10,71346.0,Petrol,Manual,First,17.5,1298,85.8,5,1.5686159179138452
Hyundai,i20,Delhi,4,45000.0,Petrol,Manual,Second,18.6,1197,81.83,5,1.8718021769015913
Hyundai,i20,Hyderabad,9,85155.0,Petrol,Manual,First,17.0,1197,80.0,5,1.515127232962859
Maruti,Ciaz,Mumbai,4,48823.0,Petrol,Manual,First,20.73,1373,91.1,5,1.9947003132247452
Other_Luxury,Rover,Delhi,4,37000.0,Diesel,Automatic,First,12.7,2179,187.7,5,3.6109179126442243
Tata,Indigo,Hyderabad,14,92000.0,Diesel,Manual,Second,16.1,1405,70.0,5,0.7419373447293773
Tata,Zest,Mumbai,5,36000.0,Petrol,Manual,First,17.57,1193,88.7,5,1.547562508716013
Mahindra,XUV500,Delhi,3,24569.0,Diesel,Manual,First,16.0,1997,140.0,7,2.6741486494265287
Honda,Accord,Mumbai,11,95000.0,Petrol,Automatic,Third,11.7,2354,177.6,5,1.3480731482996928
Tata,Nano,Coimbatore,4,25811.0,Petrol,Manual,Second,25.4,624,37.5,4,1.1410330045520618
Hyundai,Elantra,Ahmedabad,4,65000.0,Diesel,Manual,First,22.7,1582,126.2,5,2.169053700369523
Tata,Indica,Chennai,2,100400.0,Diesel,Manual,First,25.0,1396,69.0,5,1.3480731482996928
Honda,Amaze,Jaipur,5,76414.0,Diesel,Manual,First,25.8,1498,98.6,5,1.7833912195575383
Mahindra,XUV500,Kochi,7,82103.0,Diesel,Manual,First,15.1,2179,140.0,7,1.9740810260220096
BMW,X3,Pune,6,98000.0,Diesel,Automatic,First,18.56,1995,190.0,5,2.917770732084279
Hyundai,Grand,Pune,9,45252.0,Petrol,Manual,First,18.9,1197,81.86,5,1.1786549963416462
Maruti,Baleno,Delhi,2,10300.0,Petrol,Manual,First,21.4,1197,83.1,5,2.0476928433652555
Hyundai,Verna,Kochi,3,42024.0,Diesel,Automatic,First,19.08,1582,126.2,5,2.373043556642607
Maruti,Ertiga,Kochi,1,51236.0,Diesel,Manual,First,25.47,1248,88.5,7,2.2502386126218363
Other_Luxury,Cooper,Mumbai,6,52000.0,Petrol,Automatic,First,13.6,1598,181.0,4,3.258096538021482
Maruti,Ritz,Coimbatore,4,42894.0,Diesel,Manual,First,23.2,1248,73.94,5,1.8855533485144158
Skoda,Laura,Mumbai,8,68000.0,Diesel,Automatic,First,15.6,1896,106.0,5,1.7578579175523736
Ford,Ecosport,Delhi,5,69000.0,Diesel,Manual,First,22.7,1498,89.84,5,1.864080130807681
Hyundai,i20,Pune,2,10000.0,Petrol,Manual,First,18.6,1197,81.83,5,2.0149030205422647
Honda,Brio,Chennai,4,16000.0,Petrol,Manual,First,19.4,1198,86.8,5,1.6770965609079151
Honda,Amaze,Kolkata,6,46992.0,Diesel,Manual,First,25.8,1498,98.6,5,1.55814461804655
BMW,5,Pune,9,170000.0,Diesel,Automatic,Third,18.48,1995,177.0,5,2.5649493574615367
Audi,Q7,Delhi,5,58000.0,Diesel,Automatic,First,12.07,2967,241.4,7,3.4965075614664802
Hyundai,Grand,Jaipur,4,50000.0,Diesel,Manual,Second,24.0,1120,70.0,5,1.6094379124341003
Nissan,Micra,Kolkata,8,39010.0,Diesel,Manual,First,23.08,1461,63.1,5,1.2809338454620645
Hyundai,Grand,Jaipur,3,26946.0,Petrol,Manual,First,18.9,1197,82.0,5,1.6956156086751528
Hyundai,EON,Pune,4,28700.0,Petrol,Manual,First,21.1,814,55.2,5,1.2809338454620645
Mercedes-Benz,New,Chennai,8,60000.0,Petrol,Automatic,First,11.74,1796,186.0,5,2.833213344056216
Other_Luxury,Rover,Delhi,5,38999.0,Diesel,Automatic,First,12.7,2179,187.7,5,3.5115454388310208
Mahindra,Ssangyong,Mumbai,3,39000.0,Diesel,Automatic,First,11.18,2696,184.0,7,2.6979998652487085
Maruti,Ciaz,Coimbatore,1,7784.0,Petrol,Manual,First,20.73,1373,91.1,5,2.278292400425001
Mercedes-Benz,Other,Kochi,5,45710.0,Petrol,Automatic,First,11.8,3498,272.0,7,3.205993199037187
Maruti,Dzire,Chennai,2,42000.0,Petrol,Automatic,First,22.0,1197,81.8,5,1.8718021769015913
Other_Luxury,Rover,Coimbatore,6,75995.0,Diesel,Automatic,Second,11.49,4367,335.3,5,4.2018527699373855
Renault,Duster,Kolkata,6,57000.0,Diesel,Manual,First,19.01,1461,108.45,5,1.790091412127358
Hyundai,Verna,Chennai,6,85350.0,Diesel,Manual,Second,22.32,1582,126.32,5,1.9021075263969205
Toyota,Corolla,Coimbatore,3,82725.0,Petrol,Automatic,First,14.28,1798,138.03,5,2.5641798306825083
BMW,3,Mumbai,3,19000.0,Diesel,Automatic,Second,21.76,1995,190.0,5,3.433664571799657
Ford,EcoSport,Chennai,1,13900.0,Petrol,Manual,First,18.88,1499,110.4,5,2.3513752571634776
Maruti,Swift,Hyderabad,5,108000.0,Diesel,Manual,First,25.2,1248,74.0,5,1.8718021769015913
Hyundai,Santa,Bangalore,3,36000.0,Diesel,Automatic,First,11.72,2199,194.3,7,3.1780538303479458
Tata,Indica,Hyderabad,6,62188.0,Diesel,Manual,First,17.2,1396,53.5,5,1.3737155789130306
Hyundai,Grand,Kochi,4,58397.0,Diesel,Manual,First,24.0,1120,70.0,5,1.7749523509116738
Hyundai,Santro,Chennai,13,85000.0,Petrol,Manual,Third,18.2,1086,97.7,5,0.832909122935104
Maruti,Wagon,Delhi,3,30000.0,Petrol,Automatic,First,22.5,998,67.0,5,1.6582280766035324
Mahindra,XUV500,Kochi,1,29907.0,Diesel,Manual,First,16.0,2179,140.0,7,2.854168709232204
Audi,A4,Kolkata,10,46000.0,Diesel,Automatic,First,16.55,1968,147.51,5,2.3933394562625097
Volkswagen,Vento,Bangalore,7,65000.0,Diesel,Manual,First,20.54,1598,103.6,5,1.8718021769015913
Maruti,Vitara,Delhi,3,22000.0,Diesel,Manual,First,24.3,1248,88.5,5,2.224623551524334
Hyundai,i10,Kochi,3,34952.0,Petrol,Manual,First,19.81,1086,68.05,5,1.6114359150967734
Honda,Other,Kochi,0,13913.0,Petrol,Manual,First,17.5,1199,88.7,5,2.2192034840549946
Honda,City,Chennai,5,71000.0,Diesel,Manual,Second,25.1,1498,98.6,5,1.9740810260220096
Toyota,Fortuner,Chennai,7,97000.0,Diesel,Automatic,First,11.5,2982,169.0,7,2.8763855159214247
Mahindra,XUV500,Delhi,2,21000.0,Diesel,Automatic,First,16.0,2179,140.0,7,2.8622008809294686
Ford,Endeavour,Mumbai,12,116000.0,Diesel,Manual,Third,10.9,2499,97.7,7,1.55814461804655
Ford,Figo,Kolkata,7,110438.0,Diesel,Manual,First,20.0,1399,68.05,5,1.5040773967762742
Honda,Jazz,Coimbatore,2,66507.0,Petrol,Automatic,Second,19.0,1199,88.7,5,1.860974538249528
Ford,Endeavour,Coimbatore,2,54650.0,Diesel,Automatic,First,10.91,3198,197.0,7,3.4452142670789296
Nissan,Sunny,Hyderabad,5,32000.0,Petrol,Automatic,First,17.97,1498,99.6,5,2.196112848483529
Skoda,Octavia,Coimbatore,8,75378.0,Diesel,Manual,First,18.7,1896,66.0,5,1.5238800240724537
Chevrolet,Beat,Chennai,7,82697.0,Diesel,Manual,First,25.44,936,57.6,5,1.0647107369924282
Toyota,Camry,Chennai,10,135000.0,Petrol,Automatic,First,12.1,2362,164.7,5,1.7404661748405044
Renault,Duster,Chennai,7,149000.0,Diesel,Manual,First,19.01,1461,108.45,5,2.1102132003465894
Mercedes-Benz,GLA,Kochi,3,26212.0,Diesel,Automatic,First,17.9,2143,136.0,5,3.2371085931292605
Tata,Zest,Pune,5,23500.0,Petrol,Manual,Second,17.57,1193,88.7,5,1.589235205116581
Hyundai,i20,Coimbatore,6,56127.0,Petrol,Manual,First,18.5,1197,80.0,5,1.8164520818184267
Maruti,Wagon,Mumbai,4,26000.0,Petrol,Automatic,First,21.5,1197,81.8,5,1.536867219599265
Hyundai,Xcent,Kolkata,3,26000.0,Diesel,Manual,First,25.4,1186,73.97,5,1.791759469228055
Honda,City,Kolkata,10,42000.0,Petrol,Manual,First,17.0,1497,118.0,5,1.1939224684724346
Hyundai,Verna,Kochi,10,137148.0,Petrol,Manual,Second,13.9,1599,103.2,5,1.0473189942805592
Ford,Figo,Kolkata,9,114703.0,Petrol,Manual,First,15.6,1196,70.0,5,1.0296194171811583
Honda,Amaze,Kochi,5,97439.0,Diesel,Manual,First,25.8,1498,98.6,5,1.6882490928583902
Maruti,Wagon,Chennai,13,40000.0,Petrol,Manual,First,18.9,998,67.1,5,1.0986122886681096
Maruti,Swift,Hyderabad,5,81609.0,Diesel,Manual,First,17.8,1248,97.7,5,1.8794650496471605
Mercedes-Benz,E-Class,Bangalore,5,28000.0,Diesel,Automatic,First,13.0,2987,258.0,5,3.488902962081261
Audi,A6,Bangalore,4,37500.0,Diesel,Automatic,First,17.68,1968,174.33,5,3.4965075614664802
Mercedes-Benz,S,Hyderabad,9,37000.0,Diesel,Automatic,First,13.5,2987,282.0,5,3.091042453358316
Maruti,Swift,Ahmedabad,9,83000.0,Diesel,Manual,First,19.3,1248,73.9,5,1.3217558399823195
Toyota,Corolla,Coimbatore,14,79012.0,Petrol,Manual,First,13.4,1794,125.0,5,1.2919836816486494
Mahindra,Scorpio,Kochi,1,27395.0,Diesel,Manual,First,15.4,2179,120.0,7,2.7206373166076814
Maruti,Wagon,Jaipur,2,35362.0,Petrol,Manual,First,22.5,998,67.04,5,1.578978704949392
Toyota,Fortuner,Delhi,5,117000.0,Diesel,Manual,First,13.0,2982,168.5,7,2.803360380906535
Maruti,Zen,Mumbai,9,23000.0,Petrol,Manual,First,18.2,1061,64.0,5,1.0647107369924282
Tata,Nano,Kochi,5,59508.0,Petrol,Manual,First,25.4,624,37.48,4,0.8153648132841945
Hyundai,i20,Chennai,10,69000.0,Petrol,Manual,Second,18.5,1197,80.0,5,1.2237754316221157
BMW,3,Bangalore,9,58000.0,Diesel,Automatic,First,22.69,1995,190.0,5,2.5257286443082556
Mahindra,XUV500,Jaipur,5,88511.0,Diesel,Manual,First,16.0,2179,140.0,7,2.224623551524334
Volkswagen,Vento,Pune,8,66000.0,Petrol,Manual,First,15.8,1598,105.0,5,1.3217558399823195
Skoda,Fabia,Delhi,10,65000.0,Petrol,Manual,Second,17.5,1198,70.0,5,0.8754687373538999
Tata,Nano,Coimbatore,4,30676.0,Petrol,Manual,First,25.4,624,37.5,4,1.3609765531356006
Ford,Figo,Chennai,8,76000.0,Diesel,Manual,First,20.0,1399,68.0,5,1.2237754316221157
Volkswagen,Vento,Pune,6,23627.0,Petrol,Automatic,First,14.8,1598,105.0,5,1.749199854809259
Other_Luxury,Rover,Kochi,1,52827.0,Diesel,Automatic,First,12.7,2179,187.7,5,3.8234103470715426
Honda,City,Kochi,4,64465.0,Diesel,Manual,First,26.0,1498,98.6,5,1.9768549529047348
Renault,KWID,Chennai,1,14000.0,Petrol,Automatic,First,22.5,999,67.0,5,1.7047480922384253
