,Brand,Location,Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
4427,Toyota,Chennai,14,128000.0,Diesel,Manual,Second,12,2494,102.0,8,,4.25
4428,BMW,Bangalore,11,78000.0,Diesel,Automatic,Second,16,1995,181.0,5,,7.2
4429,Maruti,Hyderabad,8,53080.0,Petrol,Manual,First,18,1197,85.8,5,,4.4
4430,Volkswagen,Pune,8,66000.0,Petrol,Manual,Second,15,1598,103.6,5,,4.25
4431,Maruti,Ahmedabad,7,25000.0,Petrol,Manual,First,16,1373,93.7,7,,5.35
4432,Hyundai,Coimbatore,3,36139.0,Petrol,Automatic,Second,18,1197,82.0,5,,6.3
4433,Hyundai,Delhi,2,44000.0,Diesel,Manual,First,19,1582,126.2,5,,12.5
4434,Audi,Ahmedabad,11,50000.0,Diesel,Automatic,Second,16,2967,241.38,5,,7.5
4435,Mahindra,Delhi,3,81177.0,Diesel,Manual,First,16,1997,140.0,7,,11.25
4436,Ford,Mumbai,3,26000.0,Petrol,Automatic,First,16,1499,110.4,5,,7.65
4437,Hyundai,Mumbai,3,100000.0,Diesel,Manual,First,24,1120,71.0,5,,4.5
4438,Volkswagen,Hyderabad,5,75000.0,Diesel,Automatic,First,21,1498,103.2,5,,7.5
4439,Hyundai,Mumbai,9,55980.0,Petrol,Manual,First,20,1197,78.9,5,,2.25
4440,Audi,Hyderabad,4,30000.0,Diesel,Automatic,First,17,1968,174.33,5,,27.0
4441,Hyundai,Pune,7,49700.0,Diesel,Manual,Second,21,1396,88.76,5,,4.18
4442,Hyundai,Chennai,6,79000.0,Diesel,Manual,First,23,1396,88.7,5,,6.5
4443,Honda,Delhi,9,65100.0,Petrol,Manual,First,17,1497,118.0,5,,3.15
4444,Maruti,Pune,3,54161.0,Diesel,Manual,First,25,1248,88.5,7,11.27 Lakh,7.64
4445,Maruti,Hyderabad,8,28619.0,Petrol,Manual,First,19,796,46.3,5,,2.4
4446,Maruti,Mumbai,3,9000.0,Petrol,Automatic,First,20,998,67.0,5,,4.25
4447,Hyundai,Kochi,3,42876.0,Diesel,Automatic,First,19,1582,126.2,5,,9.31
4448,Maruti,Bangalore,8,64000.0,Petrol,Manual,First,19,796,46.3,5,,2.39
4449,Volkswagen,Kochi,1,20488.0,Petrol,Manual,Second,16,1598,103.5,5,11.48 Lakh,7.64
4450,Maruti,Delhi,3,21000.0,Petrol,Manual,First,21,1197,83.1,5,,6.21
4451,Honda,Kochi,8,55987.0,Petrol,Automatic,First,13,1997,153.86,5,,8.22
4452,Toyota,Coimbatore,2,72668.0,Diesel,Manual,First,14,2755,174.5,7,37.17 Lakh,28.85
4453,Honda,Mumbai,4,32000.0,Petrol,Automatic,First,15,1497,116.3,5,,8.5
4454,Mercedes-Benz,Bangalore,5,3000.0,Petrol,Automatic,Second,12,5461,421.0,2,,90.0
4455,Honda,Mumbai,4,10400.0,Petrol,Manual,First,17,1497,117.3,5,,6.51
4456,Maruti,Mumbai,6,35000.0,Diesel,Manual,First,22,1248,74.0,5,,4.65
4457,Toyota,Kochi,6,55101.0,Petrol,Automatic,First,14,1794,138.1,5,,8.4
4458,Toyota,Bangalore,5,57464.0,Diesel,Manual,First,23,1364,67.06,5,9.99 Lakh,5.75
4459,Maruti,Jaipur,13,110000.0,Petrol,Manual,First,18,998,67.1,5,,1.11
4460,Mercedes-Benz,Mumbai,5,72000.0,Petrol,Automatic,First,12,1991,184.0,5,,17.25
4461,Other_Luxury,Delhi,7,16000.0,Diesel,Automatic,First,16,2179,187.7,5,,32.0
4462,Hyundai,Kochi,8,62020.0,Petrol,Manual,First,17,1197,80.0,5,,3.45
4463,Other_Luxury,Pune,5,85000.0,Diesel,Automatic,Second,12,2179,147.51,5,,23.0
4464,Hyundai,Kochi,1,14223.0,Petrol,Manual,First,18,1197,81.86,5,,7.32
4465,Honda,Jaipur,5,41210.0,Petrol,Manual,First,18,1198,86.7,5,,4.4
4466,Maruti,Coimbatore,3,18043.0,Petrol,Manual,First,22,796,47.3,5,,4.12
4467,Toyota,Chennai,3,80000.0,Diesel,Automatic,First,11,2755,171.5,7,26.95 Lakh,19.5
4468,Hyundai,Hyderabad,3,21000.0,Petrol,Automatic,First,18,1197,82.0,5,,6.2
4469,BMW,Bangalore,3,49000.0,Diesel,Automatic,First,16,2993,258.0,5,,45.0
4470,Hyundai,Chennai,9,95000.0,Petrol,Manual,Second,18,1197,80.0,5,,2.8
4471,Hyundai,Pune,4,32000.0,Petrol,Automatic,First,18,1197,82.0,5,,4.8
4472,Ford,Hyderabad,5,122800.0,Diesel,Manual,First,25,1498,89.75,5,,5.65
4473,Maruti,Ahmedabad,4,69000.0,Diesel,Manual,First,26,1248,74.0,5,,5.9
4474,Toyota,Pune,4,65000.0,Diesel,Manual,Second,23,1364,67.04,5,,5.0
4475,Hyundai,Ahmedabad,4,23000.0,Petrol,Manual,First,19,1197,82.0,5,,4.9
4476,Honda,Ahmedabad,10,70000.0,Petrol,Manual,First,13,1799,130.0,5,,4.25
4477,Toyota,Chennai,5,170000.0,Diesel,Manual,First,12,2494,100.6,8,,10.9
4478,Hyundai,Delhi,7,56000.0,Petrol,Manual,First,13,1495,94.0,5,,2.45
4479,Maruti,Pune,6,30000.0,Petrol,Manual,First,22,796,47.3,5,,2.5
4480,Mercedes-Benz,Kolkata,9,35000.0,Petrol,Automatic,First,8,5461,387.3,2,,29.5
4481,Ford,Jaipur,6,92250.0,Diesel,Manual,Second,22,1498,89.84,5,,5.75
4482,Hyundai,Pune,1,40000.0,Petrol,Manual,First,20,1197,81.86,5,6.71 Lakh,5.0
4483,Skoda,Kochi,5,96848.0,Petrol,Automatic,First,14,1598,103.6,5,,4.62
4484,Audi,Delhi,3,42000.0,Diesel,Automatic,First,15,1968,174.33,5,,23.5
4485,Mahindra,Kolkata,6,55886.0,Diesel,Manual,First,16,2179,140.0,7,,7.25
4486,Hyundai,Kochi,0,12336.0,Petrol,Manual,First,17,1591,121.3,5,13.6 Lakh,11.88
4487,Hyundai,Chennai,10,60000.0,Petrol,Manual,Third,13,1599,103.2,5,,2.25
4488,Nissan,Pune,1,24000.0,Petrol,Manual,First,19,1198,67.04,5,6.99 Lakh,4.0
4489,Honda,Pune,3,32198.0,Petrol,Automatic,First,16,1198,86.8,5,,5.1
4490,Toyota,Hyderabad,5,92247.0,Diesel,Manual,First,12,2494,100.6,7,,12.5
4491,Volkswagen,Chennai,8,121311.0,Diesel,Manual,First,20,1498,108.5,5,14.32 Lakh,2.9
4492,Mahindra,Coimbatore,3,66296.0,Diesel,Manual,First,16,2179,140.0,7,,15.96
4493,Hyundai,Mumbai,4,41000.0,Petrol,Automatic,First,16,1197,82.0,5,,5.45
4494,Ford,Kochi,2,38681.0,Diesel,Manual,First,13,2198,157.7,7,,23.86
4495,Chevrolet,Kochi,11,43761.0,Petrol,Manual,First,18,995,62.0,5,,1.75
4496,Maruti,Hyderabad,2,17400.0,Diesel,Manual,First,24,1248,88.5,7,,9.75
4497,Honda,Bangalore,6,61510.0,Diesel,Manual,First,25,1498,98.6,5,,4.75
4498,Honda,Delhi,5,60000.0,Petrol,Manual,First,17,1497,117.3,5,,6.25
4499,Other,Bangalore,5,35165.0,Diesel,Automatic,Second,23,1998,112.0,5,,22.0
4500,Toyota,Kochi,3,41617.0,Petrol,Automatic,First,14,1794,138.1,5,,14.14
4501,Skoda,Delhi,5,65000.0,Petrol,Automatic,First,13,1798,157.75,5,,11.95
4502,Maruti,Delhi,8,68000.0,Petrol,Manual,First,18,998,67.1,5,,2.5
4503,Hyundai,Mumbai,6,49000.0,Petrol,Manual,First,19,1086,68.05,5,,2.75
4504,Tata,Coimbatore,0,16698.0,Petrol,Manual,First,23,1199,84.0,5,6.21 Lakh,5.85
4505,Maruti,Ahmedabad,3,30965.0,Petrol,Manual,First,21,1197,83.1,5,,6.25
4506,Volkswagen,Mumbai,5,56058.0,Petrol,Manual,First,15,1598,103.2,5,,4.95
4507,Hyundai,Pune,2,15356.0,Petrol,Manual,First,18,1197,81.86,5,,4.75
4508,Ford,Delhi,6,54000.0,Diesel,Manual,First,20,1399,68.05,5,,2.55
4509,Honda,Pune,8,47000.0,Petrol,Automatic,Second,13,1799,130.3,5,,4.5
4510,Maruti,Kochi,4,21652.0,Petrol,Manual,First,22,796,47.3,5,,3.01
4511,Other_Luxury,Hyderabad,3,52000.0,Diesel,Automatic,First,15,1999,177.0,5,74.49 Lakh,42.0
4512,Audi,Kolkata,9,35010.0,Diesel,Automatic,First,12,2698,179.5,5,,11.5
4513,Mercedes-Benz,Hyderabad,13,76662.0,Diesel,Automatic,First,11,2987,198.5,5,,10.99
4514,Honda,Jaipur,10,89000.0,Petrol,Automatic,First,17,1497,118.0,5,,3.71
4515,Honda,Jaipur,13,80000.0,Petrol,Automatic,Third,10,2354,152.0,5,,2.0
4516,Maruti,Kochi,1,39023.0,Diesel,Manual,First,28,1248,88.5,5,,9.48
4517,Hyundai,Jaipur,4,78046.0,Diesel,Manual,First,19,1582,126.2,5,,10.9
4518,Maruti,Kolkata,4,34400.0,Diesel,Manual,First,28,1248,88.5,5,,5.5
4519,Hyundai,Coimbatore,3,64624.0,Petrol,Manual,First,21,814,55.2,5,,3.71
4520,Maruti,Mumbai,5,69192.0,Petrol,Manual,First,16,1373,93.7,7,,6.25
4521,Volkswagen,Chennai,7,55000.0,Diesel,Manual,First,20,1598,103.6,5,,4.9
4522,Honda,Mumbai,14,81000.0,Petrol,Manual,Second,12,1493,100.0,5,,1.1
4523,Volkswagen,Kochi,3,36733.0,Petrol,Manual,First,16,1198,73.9,5,,4.72
4524,Mercedes-Benz,Mumbai,3,43022.0,Diesel,Automatic,First,17,2143,136.0,5,,24.85
4525,Hyundai,Jaipur,6,74000.0,Diesel,Manual,First,14,2199,194.3,7,,12.25
4526,Maruti,Kolkata,5,47000.0,Diesel,Manual,First,22,1248,74.0,5,,3.9
4527,Hyundai,Kochi,2,37460.0,Petrol,Manual,First,18,1197,81.86,5,8.03 Lakh,6.28
4528,Mahindra,Mumbai,8,130000.0,Diesel,Manual,First,14,2498,112.0,8,,2.75
4529,Hyundai,Coimbatore,2,31576.0,Petrol,Manual,First,18,1197,82.0,5,,7.85
4530,Volkswagen,Mumbai,8,66000.0,Petrol,Manual,First,15,1598,103.6,5,,2.95
4531,Honda,Mumbai,11,79000.0,Petrol,Automatic,Second,11,2354,177.6,5,,4.85
4532,Mercedes-Benz,Bangalore,8,47140.0,Diesel,Automatic,Second,13,2925,281.61,5,1.71 Cr,30.0
4533,Mercedes-Benz,Bangalore,3,36610.0,Diesel,Automatic,First,15,2143,107.3,5,,19.9
4534,Hyundai,Bangalore,3,93000.0,Diesel,Manual,First,20,1582,126.2,5,19.18 Lakh,10.8
4535,Maruti,Hyderabad,12,52195.0,Petrol,Manual,First,19,796,46.3,5,,1.75
4536,Audi,Mumbai,3,20003.0,Diesel,Automatic,First,20,1968,143.0,5,,19.25
4537,Renault,Delhi,6,66314.0,Diesel,Manual,First,19,1461,83.8,5,,5.5
4538,Ford,Chennai,10,76000.0,Diesel,Manual,First,17,1399,68.0,5,,2.75
4539,Hyundai,Bangalore,4,29000.0,Diesel,Manual,First,19,1582,126.2,5,,13.0
4540,Ford,Mumbai,8,30000.0,Diesel,Manual,First,20,1399,68.0,5,,3.2
4541,Volkswagen,Coimbatore,6,56526.0,Petrol,Manual,First,15,1598,103.5,5,,5.84
4542,Other_Luxury,Hyderabad,4,38000.0,Diesel,Automatic,Second,16,1969,150.0,5,37.9 Lakh,24.0
4543,Hyundai,Chennai,7,41000.0,Diesel,Automatic,First,19,1582,126.32,5,,6.25
4544,BMW,Hyderabad,10,53000.0,Diesel,Automatic,First,14,2993,258.0,5,,36.0
4545,Toyota,Chennai,9,170000.0,Diesel,Manual,First,11,2982,171.0,7,,11.0
4546,Maruti,Chennai,4,90000.0,Diesel,Manual,First,26,1248,88.5,5,,6.5
4547,Maruti,Hyderabad,1,11000.0,Diesel,Manual,First,24,1248,88.5,5,,9.4
4548,BMW,Kochi,1,21936.0,Diesel,Automatic,First,21,1995,190.0,5,58.67 Lakh,37.92
4549,Volkswagen,Pune,6,41000.0,Petrol,Automatic,First,14,1598,103.6,5,,5.25
4550,Hyundai,Chennai,8,47000.0,Petrol,Manual,First,17,1197,80.0,5,,4.5
4551,BMW,Chennai,10,110000.0,Diesel,Automatic,First,11,2993,235.0,5,,18.0
4552,Hyundai,Coimbatore,4,45960.0,Petrol,Manual,First,19,1197,82.0,5,,5.56
4553,Mercedes-Benz,Bangalore,6,48000.0,Diesel,Automatic,First,14,2143,203.0,5,,22.0
4554,Other_Luxury,Hyderabad,8,68000.0,Diesel,Automatic,First,12,2179,147.51,5,,22.0
4555,Hyundai,Mumbai,8,41000.0,Petrol,Manual,First,20,1197,78.9,5,,2.65
4556,Hyundai,Jaipur,6,69573.0,Diesel,Manual,Second,22,1582,126.32,5,,5.85
4557,Volkswagen,Chennai,7,115000.0,Diesel,Manual,First,19,1968,138.1,5,,6.95
4558,Mahindra,Kolkata,7,47629.0,Diesel,Manual,First,15,2179,140.0,7,,6.5
4559,Skoda,Delhi,6,80000.0,Petrol,Automatic,Second,14,1798,177.46,5,32.54 Lakh,7.25
4560,Maruti,Pune,7,94868.0,Diesel,Manual,First,22,1248,74.0,5,,4.5
4561,Mahindra,Mumbai,9,76477.0,Diesel,Manual,First,10,2179,120.0,8,,4.25
4562,Mercedes-Benz,Chennai,3,28000.0,Petrol,Automatic,First,13,1991,183.0,5,,26.0
4563,Mahindra,Coimbatore,2,28599.0,Diesel,Manual,First,16,2498,105.0,6,11.71 Lakh,9.66
4564,Renault,Bangalore,6,45348.0,Diesel,Manual,Second,19,1461,108.45,5,,6.85
4565,Audi,Coimbatore,6,80127.0,Diesel,Automatic,First,12,1968,167.6,5,,23.68
4566,Other_Luxury,Delhi,6,68000.0,Diesel,Automatic,Second,12,2179,147.51,5,,15.75
4567,Volkswagen,Pune,7,75000.0,Diesel,Manual,Third,20,1598,103.6,5,,3.5
4568,BMW,Delhi,13,48000.0,Petrol,Automatic,Second,11,2979,306.0,5,,6.99
4569,Hyundai,Coimbatore,0,41871.0,Diesel,Manual,First,22,1582,126.2,5,,15.57
4570,Tata,Coimbatore,4,84931.0,Diesel,Manual,First,15,2956,83.8,7,,5.29
4571,Other,Kolkata,3,15000.0,Petrol,Manual,First,22,799,53.64,5,3.98 Lakh,2.25
4572,BMW,Chennai,10,110000.0,Diesel,Automatic,First,11,2993,245.0,5,,20.0
4573,BMW,Mumbai,8,5900.0,Petrol,Automatic,First,7,4395,450.0,4,,47.5
4574,Volkswagen,Chennai,7,64806.0,Petrol,Manual,First,16,1198,73.9,5,,3.65
4575,Other,Pune,3,35000.0,Petrol,Manual,First,20,1198,67.0,7,,3.1
4576,Hyundai,Bangalore,3,40000.0,Petrol,Manual,First,15,1591,121.3,5,,11.5
4577,Maruti,Kochi,4,23876.0,Petrol,Manual,First,24,998,67.1,5,4.09 Lakh,3.46
4578,Hyundai,Coimbatore,6,67901.0,Diesel,Manual,First,14,2199,194.3,7,,8.38
4579,Volkswagen,Pune,5,68865.0,Diesel,Manual,First,15,1598,103.6,5,,4.8
4580,Honda,Pune,5,71000.0,Diesel,Manual,Second,25,1498,98.6,5,,4.5
4581,Maruti,Kolkata,5,25000.0,Diesel,Manual,First,22,1248,74.0,5,,3.95
4582,Skoda,Hyderabad,7,170000.0,Diesel,Manual,First,20,1598,103.5,5,,3.65
4583,Mercedes-Benz,Mumbai,14,131000.0,Diesel,Automatic,First,11,2987,198.5,5,,10.0
4584,Mahindra,Delhi,8,65000.0,Diesel,Manual,Second,12,2179,120.0,8,,4.0
4585,Nissan,Hyderabad,7,117777.0,Diesel,Manual,First,21,1461,84.8,5,,4.75
4586,Maruti,Bangalore,10,65000.0,Petrol,Manual,Second,17,1298,85.8,5,,3.1
4587,Hyundai,Kochi,2,46897.0,Petrol,Manual,First,21,814,55.2,5,,3.61
4588,Honda,Coimbatore,4,36695.0,Petrol,Manual,First,19,1198,86.8,5,,4.29
4589,Nissan,Kolkata,8,43000.0,Petrol,Manual,First,18,1198,75.0,5,,2.13
4590,Maruti,Mumbai,11,54000.0,Petrol,Manual,First,19,796,46.3,5,,1.1
4591,BMW,Hyderabad,8,89000.0,Diesel,Automatic,First,22,1995,190.0,5,47.2 Lakh,13.95
4592,Volkswagen,Mumbai,5,7000.0,Petrol,Manual,First,16,1198,74.0,5,,5.35
4593,Maruti,Hyderabad,5,58470.0,Petrol,Manual,First,23,998,67.04,5,,3.9
4594,Maruti,Kolkata,5,37000.0,Petrol,Manual,First,21,1197,81.8,5,5.56 Lakh,2.8
4595,Maruti,Mumbai,3,29000.0,Diesel,Manual,First,26,1248,88.5,5,,8.75
4596,Audi,Hyderabad,6,52000.0,Diesel,Automatic,First,16,1968,147.51,5,,19.5
4597,Honda,Kolkata,6,32807.0,Petrol,Manual,First,19,1198,86.8,5,,2.75
4598,Mahindra,Hyderabad,6,86000.0,Diesel,Automatic,First,11,2179,120.0,8,,8.0
4599,Honda,Delhi,5,66500.0,Diesel,Manual,First,26,1498,98.6,5,,5.7
4600,BMW,Ahmedabad,7,94000.0,Diesel,Automatic,First,17,1995,184.0,5,,12.5
4601,Chevrolet,Chennai,8,29000.0,Petrol,Manual,Second,18,995,62.0,5,,1.75
4602,Ford,Chennai,9,107389.0,Diesel,Manual,Second,20,1399,68.0,5,,1.9
4603,Maruti,Ahmedabad,4,36100.0,Petrol,Manual,First,20,1197,81.8,5,,4.5
4604,Mercedes-Benz,Mumbai,4,16329.0,Diesel,Automatic,First,19,2143,170.0,5,,30.3
4605,Skoda,Hyderabad,5,36000.0,Diesel,Automatic,First,19,1968,141.0,5,,16.0
4606,BMW,Kochi,2,41816.0,Diesel,Automatic,First,18,1995,190.0,5,,32.78
4607,Hyundai,Jaipur,4,54680.0,Petrol,Manual,First,21,814,55.2,5,,2.5
4608,Audi,Hyderabad,2,14000.0,Diesel,Automatic,First,18,1968,187.74,5,55.61 Lakh,43.0
4609,Ford,Kochi,2,23977.0,Petrol,Manual,First,18,1196,86.8,5,,5.38
4610,Maruti,Hyderabad,6,30131.0,Petrol,Manual,First,20,998,67.1,5,,2.65
4611,Maruti,Hyderabad,2,2530.0,Petrol,Manual,First,24,796,47.3,5,,3.3
4612,Mercedes-Benz,Hyderabad,4,39000.0,Diesel,Automatic,First,19,2143,167.62,5,,34.0
4613,Hyundai,Kochi,2,32257.0,Diesel,Manual,First,24,1120,71.0,5,,6.83
4614,Honda,Kochi,3,46983.0,Diesel,Manual,First,25,1498,98.6,5,,5.77
4615,Maruti,Chennai,11,107000.0,Diesel,Manual,Second,17,1248,75.0,5,,3.1
4616,Volkswagen,Mumbai,2,19000.0,Petrol,Manual,First,16,1199,74.0,5,,4.95
4617,Audi,Bangalore,6,88000.0,Diesel,Automatic,First,17,1968,174.33,5,,16.25
4618,Other_Luxury,Coimbatore,7,84384.0,Diesel,Automatic,First,10,4367,308.0,7,,52.54
4619,Mahindra,Chennai,8,128000.0,Diesel,Manual,Third,16,2179,140.0,7,,6.4
4620,Ford,Bangalore,8,71000.0,Diesel,Manual,Third,13,2499,141.0,7,,6.95
4621,Tata,Kolkata,11,50000.0,Diesel,Manual,First,17,1396,53.5,5,,0.85
4622,Maruti,Chennai,3,16000.0,Petrol,Manual,First,21,1197,83.1,5,8.8 Lakh,6.95
4623,Hyundai,Kolkata,2,82000.0,Diesel,Manual,First,24,1120,71.0,5,,3.45
4624,Honda,Delhi,11,80000.0,Petrol,Manual,First,13,1799,130.0,5,,2.75
4625,Hyundai,Delhi,4,36000.0,Petrol,Manual,Second,18,1197,81.83,5,,4.95
4626,Tata,Coimbatore,1,17477.0,Petrol,Manual,First,17,1198,108.5,5,11.13 Lakh,9.62
4627,Hyundai,Coimbatore,3,16725.0,Petrol,Manual,First,18,1197,81.83,5,,6.79
4628,Maruti,Mumbai,5,48241.0,Petrol,Manual,First,19,1197,85.8,5,,4.5
4629,Maruti,Kochi,5,52431.0,Petrol,Manual,First,22,998,67.04,5,4.59 Lakh,3.01
4630,Hyundai,Bangalore,7,68000.0,Diesel,Manual,First,21,1396,88.76,5,,4.4
4631,Toyota,Hyderabad,7,158000.0,Diesel,Automatic,First,12,2982,168.5,7,,17.49
4632,Hyundai,Coimbatore,5,31446.0,Petrol,Manual,First,20,1197,78.9,5,,4.66
4633,Hyundai,Chennai,4,25000.0,Petrol,Manual,First,18,1197,82.0,5,,5.5
4634,Hyundai,Ahmedabad,3,57000.0,Petrol,Manual,First,18,1197,81.83,5,,6.0
4635,Maruti,Kochi,1,57078.0,Diesel,Manual,First,24,1248,88.5,5,11.58 Lakh,10.19
4636,Honda,Kochi,3,47471.0,Diesel,Manual,First,25,1498,98.6,5,,5.25
4637,Mercedes-Benz,Hyderabad,5,50000.0,Diesel,Automatic,First,15,2143,203.2,5,,45.0
4638,Hyundai,Ahmedabad,9,62000.0,Diesel,Manual,First,23,1396,90.0,5,,2.7
4639,Hyundai,Coimbatore,6,65807.0,Petrol,Manual,First,19,1086,68.05,5,,3.39
4640,Maruti,Hyderabad,5,81768.0,Diesel,Manual,First,26,1248,74.0,5,,5.69
4641,BMW,Kochi,1,9952.0,Petrol,Automatic,First,10,2979,306.0,2,,58.54
4642,Maruti,Hyderabad,2,24000.0,Diesel,Manual,First,27,1248,74.0,5,10.63 Lakh,8.4
4643,Chevrolet,Hyderabad,7,72921.0,Diesel,Manual,First,25,936,57.6,5,,2.5
4644,Honda,Pune,7,59000.0,Petrol,Manual,First,19,1198,86.8,5,,3.25
4645,Ford,Mumbai,5,33000.0,Diesel,Manual,Second,20,1399,68.05,5,,3.25
4646,Maruti,Pune,3,36789.0,Petrol,Automatic,First,23,998,67.04,5,,4.25
4647,Mercedes-Benz,Jaipur,5,41000.0,Diesel,Automatic,First,14,2143,170.0,5,,18.5
4648,Honda,Jaipur,4,46650.0,Petrol,Manual,First,19,1198,86.8,5,,4.25
4649,Maruti,Mumbai,1,3000.0,Petrol,Automatic,First,21,1197,83.1,5,10.3 Lakh,8.85
4650,Hyundai,Coimbatore,5,14799.0,Petrol,Manual,First,21,814,55.2,5,,4.14
4651,Hyundai,Hyderabad,4,68525.0,Diesel,Manual,First,23,1396,90.0,5,,7.0
4652,Ford,Hyderabad,1,15000.0,Diesel,Automatic,First,10,3198,197.0,7,,33.0
4653,Honda,Ahmedabad,2,29000.0,Petrol,Manual,First,17,1497,117.3,5,12.68 Lakh,10.0
4654,Maruti,Kochi,7,77407.0,Diesel,Manual,Second,21,1248,88.8,5,,3.53
4655,Chevrolet,Jaipur,12,118000.0,Petrol,Manual,First,12,1598,102.5,5,,1.35
4656,Volkswagen,Delhi,6,75000.0,Diesel,Manual,First,20,1598,103.6,5,,4.5
4657,Honda,Pune,7,69000.0,Petrol,Manual,First,16,1497,116.3,5,,4.9
4658,Hyundai,Kochi,3,52553.0,Diesel,Manual,First,19,1582,126.2,5,,12.26
4659,Hyundai,Mumbai,5,58000.0,Diesel,Manual,Second,24,1120,71.0,5,,3.99
4660,Mercedes-Benz,Mumbai,2,24000.0,Diesel,Automatic,First,17,2143,170.0,5,59.77 Lakh,46.95
4661,Ford,Hyderabad,4,65542.0,Diesel,Manual,First,20,1399,68.0,5,,3.8
4662,Volkswagen,Ahmedabad,6,68008.0,Diesel,Manual,Second,15,1896,105.0,5,,6.75
4663,Mahindra,Coimbatore,2,22251.0,Diesel,Manual,First,18,1493,100.0,7,,8.75
4664,Ford,Chennai,6,55000.0,Petrol,Manual,Second,15,1499,110.0,5,,5.2
4665,Hyundai,Kochi,2,19387.0,Petrol,Manual,First,17,1591,121.3,5,,8.42
4666,Hyundai,Mumbai,3,24001.0,Petrol,Manual,First,18,1197,81.83,5,,5.75
4667,Audi,Kolkata,11,17000.0,Diesel,Automatic,First,15,1968,140.8,5,,9.75
4668,Nissan,Delhi,4,28500.0,Petrol,Manual,First,19,1198,67.04,5,,3.5
4669,Mercedes-Benz,Jaipur,5,66000.0,Diesel,Automatic,First,15,2143,203.2,5,,30.0
4670,Other_Luxury,Delhi,2,22000.0,Diesel,Automatic,First,12,2179,147.5,5,,35.0
4671,Hyundai,Coimbatore,1,44383.0,Petrol,Manual,First,15,1591,121.3,5,17.7 Lakh,13.25
4672,Skoda,Mumbai,6,45000.0,Diesel,Manual,First,20,1598,103.5,5,,3.65
4673,Maruti,Jaipur,4,58000.0,Diesel,Manual,First,23,1248,74.0,5,,5.25
4674,Hyundai,Delhi,3,69000.0,Petrol,Manual,First,15,1591,121.3,5,14.23 Lakh,9.7
4675,Hyundai,Coimbatore,2,60993.0,Diesel,Manual,First,24,1120,70.0,5,,5.21
4676,Mahindra,Pune,3,67000.0,Diesel,Manual,First,18,1493,100.0,7,,6.3
4677,Hyundai,Kochi,5,51134.0,Diesel,Manual,First,24,1120,70.0,5,,4.72
4678,BMW,Chennai,8,55000.0,Diesel,Automatic,Second,11,2993,245.0,5,,28.0
4679,Maruti,Coimbatore,1,25082.0,Diesel,Automatic,First,28,1248,73.75,5,9.62 Lakh,8.37
4680,Toyota,Delhi,7,68350.0,Diesel,Manual,First,12,2982,168.5,7,,14.0
4681,Audi,Hyderabad,4,50000.0,Diesel,Automatic,First,17,1968,174.33,5,,36.0
4682,Honda,Pune,4,97000.0,Diesel,Manual,First,27,1498,98.6,5,,6.4
4683,Audi,Coimbatore,4,56238.0,Diesel,Automatic,First,11,4134,335.2,7,,51.69
4684,Mahindra,Jaipur,5,72618.0,Diesel,Manual,First,12,2179,120.0,7,,8.0
4685,Chevrolet,Hyderabad,7,62005.0,Diesel,Manual,First,18,1991,147.9,5,,9.8
4686,Chevrolet,Hyderabad,7,61250.0,Diesel,Manual,First,25,936,57.6,5,,2.7
4687,Audi,Coimbatore,5,28469.0,Diesel,Automatic,First,18,1968,187.74,5,53.14 Lakh,24.37
4688,Skoda,Kochi,1,21488.0,Petrol,Automatic,First,14,1598,103.52,5,,9.72
4689,Maruti,Pune,5,170000.0,Diesel,Manual,First,23,1248,74.0,5,,5.0
4690,Toyota,Pune,10,138205.0,Diesel,Manual,Second,11,2982,171.0,7,,10.5
4691,Maruti,Jaipur,7,160000.0,Diesel,Manual,Second,22,1248,74.0,5,,3.9
4692,Honda,Coimbatore,7,67590.0,Petrol,Manual,First,17,1497,118.0,5,,5.65
4693,Mercedes-Benz,Mumbai,7,52000.0,Diesel,Automatic,First,15,2143,203.2,5,,29.95
4694,Maruti,Bangalore,11,100000.0,Diesel,Manual,Second,17,1248,75.0,5,,3.0
4695,Ford,Kolkata,2,60048.0,Diesel,Manual,First,26,1498,99.0,5,8.91 Lakh,6.0
4696,Hyundai,Mumbai,10,48000.0,Petrol,Manual,First,20,1197,78.9,5,,2.11
4697,Maruti,Jaipur,8,100000.0,Petrol,Manual,First,19,796,46.3,5,,1.5
4698,Maruti,Bangalore,13,80010.0,Petrol,Manual,Second,20,1197,81.8,5,,2.85
4699,Mercedes-Benz,Coimbatore,2,26493.0,Diesel,Automatic,First,19,2143,170.0,5,,33.64
4700,Tata,Hyderabad,8,96000.0,Diesel,Manual,Second,17,1396,52.8,5,,0.91
4701,Maruti,Jaipur,5,45700.0,Petrol,Manual,Second,22,796,47.3,5,,2.42
4702,Skoda,Kolkata,14,13000.0,Petrol,Automatic,First,9,2771,193.1,5,,3.25
4703,Volkswagen,Kolkata,6,38000.0,Petrol,Manual,First,16,1198,73.9,5,,2.8
4704,Maruti,Coimbatore,0,8018.0,Petrol,Automatic,First,22,1197,81.8,5,10.26 Lakh,8.3
4705,Mahindra,Bangalore,9,144400.0,Diesel,Manual,Third,12,2179,120.0,8,,5.25
